Annotation	Gene	Input
GO:0005525_GTP binding	Sept1	1	
GO:0042802_identical protein binding	Sept1	1	
GO:0005515_protein binding	Arl6ip1	1	
GO:0042802_identical protein binding	Arl6ip1	1	
GO:0051020_GTPase binding	Golga4	1	
GO:0005102_receptor binding	Cd160	1	
GO:0032393_MHC class I receptor activity	Cd160	1	
GO:0005515_protein binding	Pcdh7	1	
GO:0003735_structural constituent of ribosome	Rpl36	1	
GO:0003674_molecular_function	B3galt4	1	
GO:0008378_galactosyltransferase activity	B3galt4	1	
GO:0016740_transferase activity	B3galt4	1	
GO:0016757_transferase activity, transferring glycosyl groups	B3galt4	1	
GO:0047915_ganglioside galactosyltransferase activity	B3galt4	1	
GO:0005509_calcium ion binding	Cd320	1	
GO:0008083_growth factor activity	Cd320	1	
GO:0031419_cobalamin binding	Cd320	1	
GO:0005085_guanyl-nucleotide exchange factor activity	Arhgef5	1	
GO:0005089_Rho guanyl-nucleotide exchange factor activity	Arhgef5	1	
GO:0005515_protein binding	Arhgef5	1	
GO:0008289_lipid binding	Arhgef5	1	
GO:0009922_fatty acid elongase activity	Elovl1	1	
GO:0016740_transferase activity	Elovl1	1	
GO:0102336_3-oxo-arachidoyl-CoA synthase activity	Elovl1	1	
GO:0102337_3-oxo-cerotoyl-CoA synthase activity	Elovl1	1	
GO:0102338_3-oxo-lignoceronyl-CoA synthase activity	Elovl1	1	
GO:0009922_fatty acid elongase activity	Elovl2	1	
GO:0009922_fatty acid elongase activity	Elovl2	1	
GO:0016740_transferase activity	Elovl2	1	
GO:0016747_transferase activity, transferring acyl groups other than amino-acyl groups	Elovl2	1	
GO:0102336_3-oxo-arachidoyl-CoA synthase activity	Elovl2	1	
GO:0102337_3-oxo-cerotoyl-CoA synthase activity	Elovl2	1	
GO:0102338_3-oxo-lignoceronyl-CoA synthase activity	Elovl2	1	
GO:0005215_transporter activity	Slc23a2	1	
GO:0008520_L-ascorbate:sodium symporter activity	Slc23a2	1	
GO:0008520_L-ascorbate:sodium symporter activity	Slc23a2	1	
GO:0015229_L-ascorbic acid transporter activity	Slc23a2	1	
GO:0015229_L-ascorbic acid transporter activity	Slc23a2	1	
GO:0015229_L-ascorbic acid transporter activity	Slc23a2	1	
GO:0015293_symporter activity	Slc23a2	1	
GO:0070890_sodium-dependent L-ascorbate transmembrane transporter activity	Slc23a2	1	
GO:0004343_glucosamine 6-phosphate N-acetyltransferase activity	Gnpnat1	1	
GO:0004343_glucosamine 6-phosphate N-acetyltransferase activity	Gnpnat1	1	
GO:0008080_N-acetyltransferase activity	Gnpnat1	1	
GO:0016740_transferase activity	Gnpnat1	1	
GO:0016746_transferase activity, transferring acyl groups	Gnpnat1	1	
GO:0042802_identical protein binding	Gnpnat1	1	
GO:0048029_monosaccharide binding	Gnpnat1	1	
GO:0003714_transcription corepressor activity	Atf7ip	1	
GO:0016887_ATPase activity	Atf7ip	1	
GO:0003677_DNA binding	Irx5	1	
GO:0043565_sequence-specific DNA binding	Irx5	1	
GO:0005070_SH3/SH2 adaptor activity	Skap2	1	
GO:0005515_protein binding	Skap2	1	
GO:0005515_protein binding	Rassf5	1	
GO:0017016_Ras GTPase binding	Rassf5	1	
GO:0046872_metal ion binding	Rassf5	1	
GO:0005200_structural constituent of cytoskeleton	Epb41l4b	1	
GO:0005515_protein binding	Epb41l4b	1	
GO:0008092_cytoskeletal protein binding	Epb41l4b	1	
GO:0003723_RNA binding	Rpp30	1	
GO:0003723_RNA binding	Rpp30	1	
GO:0003824_catalytic activity	Rpp30	1	
GO:0004526_ribonuclease P activity	Rpp30	1	
GO:0004540_ribonuclease activity	Rpp30	1	
GO:0016787_hydrolase activity	Rpp30	1	
GO:0045296_cadherin binding	Ctnnal1	1	
GO:0051015_actin filament binding	Ctnnal1	1	
GO:0000993_RNA polymerase II core binding	Zfp326	1	
GO:0000993_RNA polymerase II core binding	Zfp326	1	
GO:0003677_DNA binding	Zfp326	1	
GO:0003723_RNA binding	Zfp326	1	
GO:0008270_zinc ion binding	Zfp326	1	
GO:0046872_metal ion binding	Zfp326	1	
GO:0003674_molecular_function	Gp9	1	
GO:0000166_nucleotide binding	Nme6	1	
GO:0004550_nucleoside diphosphate kinase activity	Nme6	1	
GO:0005524_ATP binding	Nme6	1	
GO:0016301_kinase activity	Nme6	1	
GO:0016740_transferase activity	Nme6	1	
GO:0046872_metal ion binding	Nme6	1	
GO:0001517_N-acetylglucosamine 6-O-sulfotransferase activity	Chst2	1	
GO:0001517_N-acetylglucosamine 6-O-sulfotransferase activity	Chst2	1	
GO:0008146_sulfotransferase activity	Chst2	1	
GO:0016740_transferase activity	Chst2	1	
GO:0008233_peptidase activity	Prss16	1	
GO:0008236_serine-type peptidase activity	Prss16	1	
GO:0016787_hydrolase activity	Prss16	1	
GO:0003824_catalytic activity	Azin1	1	
GO:0042978_ornithine decarboxylase activator activity	Azin1	1	
GO:0042978_ornithine decarboxylase activator activity	Azin1	1	
GO:0005244_voltage-gated ion channel activity	Cacng3	1	
GO:0005245_voltage-gated calcium channel activity	Cacng3	1	
GO:0005262_calcium channel activity	Cacng3	1	
GO:0016247_channel regulator activity	Cacng3	1	
GO:0005244_voltage-gated ion channel activity	Cacng4	1	
GO:0005245_voltage-gated calcium channel activity	Cacng4	1	
GO:0005262_calcium channel activity	Cacng4	1	
GO:0016247_channel regulator activity	Cacng4	1	
GO:0005244_voltage-gated ion channel activity	Cacng6	1	
GO:0005262_calcium channel activity	Cacng6	1	
GO:0000166_nucleotide binding	Smarcal1	1	
GO:0004386_helicase activity	Smarcal1	1	
GO:0005524_ATP binding	Smarcal1	1	
GO:0008094_DNA-dependent ATPase activity	Smarcal1	1	
GO:0008094_DNA-dependent ATPase activity	Smarcal1	1	
GO:0016787_hydrolase activity	Smarcal1	1	
GO:0036310_annealing helicase activity	Smarcal1	1	
GO:0004180_carboxypeptidase activity	Cpq	1	
GO:0008233_peptidase activity	Cpq	1	
GO:0008237_metallopeptidase activity	Cpq	1	
GO:0016787_hydrolase activity	Cpq	1	
GO:0042803_protein homodimerization activity	Cpq	1	
GO:0046872_metal ion binding	Cpq	1	
GO:0070573_metallodipeptidase activity	Cpq	1	
GO:0003674_molecular_function	Tcstv1	1	
GO:0003677_DNA binding	Phc2	1	
GO:0005515_protein binding	Phc2	1	
GO:0008270_zinc ion binding	Phc2	1	
GO:0042802_identical protein binding	Phc2	1	
GO:0046872_metal ion binding	Phc2	1	
GO:0004725_protein tyrosine phosphatase activity	Mtmr7	1	
GO:0005515_protein binding	Mtmr7	1	
GO:0016787_hydrolase activity	Mtmr7	1	
GO:0016791_phosphatase activity	Mtmr7	1	
GO:0052866_phosphatidylinositol phosphate phosphatase activity	Mtmr7	1	
GO:0003676_nucleic acid binding	Mcm3ap	1	
GO:0003677_DNA binding	Hils1	1	
GO:0019900_kinase binding	Sit1	1	
GO:0019900_kinase binding	Sit1	1	
GO:0042169_SH2 domain binding	Sit1	1	
GO:0000166_nucleotide binding	Rfk	1	
GO:0005515_protein binding	Rfk	1	
GO:0005524_ATP binding	Rfk	1	
GO:0008531_riboflavin kinase activity	Rfk	1	
GO:0016301_kinase activity	Rfk	1	
GO:0016740_transferase activity	Rfk	1	
GO:0046872_metal ion binding	Rfk	1	
GO:0003674_molecular_function	Ncapg	1	
GO:0004871_signal transducer activity	Gabbr1	1	
GO:0004930_G-protein coupled receptor activity	Gabbr1	1	
GO:0004965_G-protein coupled GABA receptor activity	Gabbr1	1	
GO:0004965_G-protein coupled GABA receptor activity	Gabbr1	1	
GO:0005515_protein binding	Gabbr1	1	
GO:0008134_transcription factor binding	Gabbr1	1	
GO:0046982_protein heterodimerization activity	Gabbr1	1	
GO:1990430_extracellular matrix protein binding	Gabbr1	1	
GO:0042802_identical protein binding	Crlf3	1	
GO:0003924_GTPase activity	Irgm2	1	
GO:0003924_GTPase activity	Irgm2	1	
GO:0008474_palmitoyl-(protein) hydrolase activity	Ppt2	1	
GO:0016787_hydrolase activity	Ppt2	1	
GO:0016790_thiolester hydrolase activity	Ppt2	1	
GO:0098599_palmitoyl hydrolase activity	Ppt2	1	
GO:0005484_SNAP receptor activity	Bet1l	1	
GO:0005484_SNAP receptor activity	Bet1l	1	
GO:0003714_transcription corepressor activity	Ywhab	1	
GO:0005515_protein binding	Ywhab	1	
GO:0008022_protein C-terminus binding	Ywhab	1	
GO:0019899_enzyme binding	Ywhab	1	
GO:0019904_protein domain specific binding	Ywhab	1	
GO:0019904_protein domain specific binding	Ywhab	1	
GO:0032403_protein complex binding	Ywhab	1	
GO:0042826_histone deacetylase binding	Ywhab	1	
GO:0045296_cadherin binding	Ywhab	1	
GO:0050815_phosphoserine binding	Ywhab	1	
GO:0051219_phosphoprotein binding	Ywhab	1	
GO:0000166_nucleotide binding	Stk19	1	
GO:0003674_molecular_function	Stk19	1	
GO:0004674_protein serine/threonine kinase activity	Stk19	1	
GO:0005524_ATP binding	Stk19	1	
GO:0016301_kinase activity	Stk19	1	
GO:0016740_transferase activity	Stk19	1	
GO:0005215_transporter activity	Slc4a4	1	
GO:0005452_inorganic anion exchanger activity	Slc4a4	1	
GO:0005515_protein binding	Slc4a4	1	
GO:0008509_anion transmembrane transporter activity	Slc4a4	1	
GO:0008510_sodium:bicarbonate symporter activity	Slc4a4	1	
GO:0008510_sodium:bicarbonate symporter activity	Slc4a4	1	
GO:0015293_symporter activity	Slc4a4	1	
GO:0008565_protein transporter activity	Ramp2	1	
GO:0015026_coreceptor activity	Ramp2	1	
GO:0015026_coreceptor activity	Ramp2	1	
GO:0000166_nucleotide binding	Atp6ap1	1	
GO:0005524_ATP binding	Atp6ap1	1	
GO:0017137_Rab GTPase binding	Atp6ap1	1	
GO:0046933_proton-transporting ATP synthase activity, rotational mechanism	Atp6ap1	1	
GO:0046961_proton-transporting ATPase activity, rotational mechanism	Atp6ap1	1	
GO:0003779_actin binding	Fmn2	1	
GO:0008017_microtubule binding	Fmn2	1	
GO:0001618_virus receptor activity	Cldn6	1	
GO:0005198_structural molecule activity	Cldn6	1	
GO:0005515_protein binding	Cldn6	1	
GO:0005198_structural molecule activity	Cldn8	1	
GO:0005515_protein binding	Cldn8	1	
GO:0000977_RNA polymerase II regulatory region sequence-specific DNA binding	Barhl1	1	
GO:0001077_transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	Barhl1	1	
GO:0003677_DNA binding	Barhl1	1	
GO:0043565_sequence-specific DNA binding	Barhl1	1	
GO:0004252_serine-type endopeptidase activity	Hgfac	1	
GO:0008233_peptidase activity	Hgfac	1	
GO:0008236_serine-type peptidase activity	Hgfac	1	
GO:0016787_hydrolase activity	Hgfac	1	
GO:0005515_protein binding	Dnmt3l	1	
GO:0008047_enzyme activator activity	Dnmt3l	1	
GO:0008047_enzyme activator activity	Dnmt3l	1	
GO:0019899_enzyme binding	Dnmt3l	1	
GO:0019899_enzyme binding	Dnmt3l	1	
GO:0030234_enzyme regulator activity	Dnmt3l	1	
GO:0046872_metal ion binding	Dnmt3l	1	
GO:0005515_protein binding	Unc93b1	1	
GO:0008565_protein transporter activity	Unc93b1	1	
GO:0035325_Toll-like receptor binding	Unc93b1	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Nfat5	1	
GO:0001077_transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	Nfat5	1	
GO:0003677_DNA binding	Nfat5	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Nfat5	1	
GO:0016787_hydrolase activity	Asah2	1	
GO:0017040_ceramidase activity	Asah2	1	
GO:0005125_cytokine activity	Il1f6	1	
GO:0005149_interleukin-1 receptor binding	Il1f6	1	
GO:0005149_interleukin-1 receptor binding	Il1f6	1	
GO:0005125_cytokine activity	Il1f5	1	
GO:0005149_interleukin-1 receptor binding	Il1f5	1	
GO:0005152_interleukin-1 receptor antagonist activity	Il1f5	1	
GO:0003723_RNA binding	Cpsf3	1	
GO:0004518_nuclease activity	Cpsf3	1	
GO:0004519_endonuclease activity	Cpsf3	1	
GO:0004521_endoribonuclease activity	Cpsf3	1	
GO:0008409_5'-3' exonuclease activity	Cpsf3	1	
GO:0016787_hydrolase activity	Cpsf3	1	
GO:0046872_metal ion binding	Cpsf3	1	
GO:0005150_interleukin-1, Type I receptor binding	Tollip	1	
GO:0005515_protein binding	Tollip	1	
GO:0019900_kinase binding	Tollip	1	
GO:0031624_ubiquitin conjugating enzyme binding	Tollip	1	
GO:0031624_ubiquitin conjugating enzyme binding	Tollip	1	
GO:0031625_ubiquitin protein ligase binding	Tollip	1	
GO:0032183_SUMO binding	Tollip	1	
GO:0035325_Toll-like receptor binding	Tollip	1	
GO:0043130_ubiquitin binding	Tollip	1	
GO:0003779_actin binding	Mefv	1	
GO:0008270_zinc ion binding	Mefv	1	
GO:0046872_metal ion binding	Mefv	1	
GO:0003682_chromatin binding	Mkrn1	1	
GO:0003723_RNA binding	Mkrn1	1	
GO:0004842_ubiquitin-protein transferase activity	Mkrn1	1	
GO:0008270_zinc ion binding	Mkrn1	1	
GO:0016740_transferase activity	Mkrn1	1	
GO:0046872_metal ion binding	Mkrn1	1	
GO:0005112_Notch binding	Dll4	1	
GO:0005112_Notch binding	Dll4	1	
GO:0005509_calcium ion binding	Dll4	1	
GO:0005515_protein binding	Dll4	1	
GO:0000287_magnesium ion binding	Hpgds	1	
GO:0004364_glutathione transferase activity	Hpgds	1	
GO:0004667_prostaglandin-D synthase activity	Hpgds	1	
GO:0004667_prostaglandin-D synthase activity	Hpgds	1	
GO:0005509_calcium ion binding	Hpgds	1	
GO:0016740_transferase activity	Hpgds	1	
GO:0016853_isomerase activity	Hpgds	1	
GO:0042803_protein homodimerization activity	Hpgds	1	
GO:0005515_protein binding	Apbb1ip	1	
GO:0001786_phosphatidylserine binding	Syt6	1	
GO:0005509_calcium ion binding	Syt6	1	
GO:0005515_protein binding	Syt6	1	
GO:0005544_calcium-dependent phospholipid binding	Syt6	1	
GO:0019905_syntaxin binding	Syt6	1	
GO:0019905_syntaxin binding	Syt6	1	
GO:0030276_clathrin binding	Syt6	1	
GO:0030276_clathrin binding	Syt6	1	
GO:0042802_identical protein binding	Syt6	1	
GO:0042803_protein homodimerization activity	Syt6	1	
GO:0042803_protein homodimerization activity	Syt6	1	
GO:0042803_protein homodimerization activity	Syt6	1	
GO:0046872_metal ion binding	Syt6	1	
GO:0046982_protein heterodimerization activity	Syt6	1	
GO:0046982_protein heterodimerization activity	Syt6	1	
GO:0048306_calcium-dependent protein binding	Syt6	1	
GO:0000149_SNARE binding	Syt7	1	
GO:0001786_phosphatidylserine binding	Syt7	1	
GO:0005509_calcium ion binding	Syt7	1	
GO:0005515_protein binding	Syt7	1	
GO:0005516_calmodulin binding	Syt7	1	
GO:0005544_calcium-dependent phospholipid binding	Syt7	1	
GO:0005546_phosphatidylinositol-4,5-bisphosphate binding	Syt7	1	
GO:0019905_syntaxin binding	Syt7	1	
GO:0030276_clathrin binding	Syt7	1	
GO:0046872_metal ion binding	Syt7	1	
GO:0000149_SNARE binding	Syt10	1	
GO:0001786_phosphatidylserine binding	Syt10	1	
GO:0005509_calcium ion binding	Syt10	1	
GO:0005515_protein binding	Syt10	1	
GO:0005544_calcium-dependent phospholipid binding	Syt10	1	
GO:0005546_phosphatidylinositol-4,5-bisphosphate binding	Syt10	1	
GO:0019905_syntaxin binding	Syt10	1	
GO:0030276_clathrin binding	Syt10	1	
GO:0042802_identical protein binding	Syt10	1	
GO:0042803_protein homodimerization activity	Syt10	1	
GO:0046872_metal ion binding	Syt10	1	
GO:0046982_protein heterodimerization activity	Syt10	1	
GO:0003674_molecular_function	Nap1l3	1	
GO:0003674_molecular_function	Lrrc6	1	
GO:0046983_protein dimerization activity	Nup210	1	
GO:0001605_adrenomedullin receptor activity	Calcrl	1	
GO:0001635_calcitonin gene-related peptide receptor activity	Calcrl	1	
GO:0004871_signal transducer activity	Calcrl	1	
GO:0004888_transmembrane signaling receptor activity	Calcrl	1	
GO:0004930_G-protein coupled receptor activity	Calcrl	1	
GO:0004948_calcitonin receptor activity	Calcrl	1	
GO:0008565_protein transporter activity	Calcrl	1	
GO:0000981_RNA polymerase II transcription factor activity, sequence-specific DNA binding	Foxo4	1	
GO:0003677_DNA binding	Foxo4	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Foxo4	1	
GO:0005515_protein binding	Foxo4	1	
GO:0008013_beta-catenin binding	Foxo4	1	
GO:0008134_transcription factor binding	Foxo4	1	
GO:0019899_enzyme binding	Foxo4	1	
GO:0042802_identical protein binding	Foxo4	1	
GO:0043565_sequence-specific DNA binding	Foxo4	1	
GO:0043565_sequence-specific DNA binding	Foxo4	1	
GO:1990841_promoter-specific chromatin binding	Foxo4	1	
GO:0003674_molecular_function	Pcnx	1	
GO:0004860_protein kinase inhibitor activity	Socs6	1	
GO:0005515_protein binding	Socs6	1	
GO:0003707_steroid hormone receptor activity	Abhd2	1	
GO:0016787_hydrolase activity	Abhd2	1	
GO:0042562_hormone binding	Abhd2	1	
GO:0047372_acylglycerol lipase activity	Abhd2	1	
GO:0047372_acylglycerol lipase activity	Abhd2	1	
GO:0052689_carboxylic ester hydrolase activity	Abhd2	1	
GO:0005515_protein binding	Ubqln2	1	
GO:0005096_GTPase activator activity	Tbc1d8	1	
GO:0017137_Rab GTPase binding	Tbc1d8	1	
GO:0004114_3',5'-cyclic-nucleotide phosphodiesterase activity	Pde3a	1	
GO:0004115_3',5'-cyclic-AMP phosphodiesterase activity	Pde3a	1	
GO:0004115_3',5'-cyclic-AMP phosphodiesterase activity	Pde3a	1	
GO:0004119_cGMP-inhibited cyclic-nucleotide phosphodiesterase activity	Pde3a	1	
GO:0008081_phosphoric diester hydrolase activity	Pde3a	1	
GO:0016787_hydrolase activity	Pde3a	1	
GO:0030552_cAMP binding	Pde3a	1	
GO:0046872_metal ion binding	Pde3a	1	
GO:0008373_sialyltransferase activity	St3gal6	1	
GO:0016740_transferase activity	St3gal6	1	
GO:0016757_transferase activity, transferring glycosyl groups	St3gal6	1	
GO:0052798_beta-galactoside alpha-2,3-sialyltransferase activity	St3gal6	1	
GO:0052798_beta-galactoside alpha-2,3-sialyltransferase activity	St3gal6	1	
GO:0003723_RNA binding	Prpf40b	1	
GO:0001664_G-protein coupled receptor binding	Npff	1	
GO:0005102_receptor binding	Npff	1	
GO:0005184_neuropeptide hormone activity	Npff	1	
GO:0001888_glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	Extl3	1	
GO:0004872_receptor activity	Extl3	1	
GO:0016740_transferase activity	Extl3	1	
GO:0016757_transferase activity, transferring glycosyl groups	Extl3	1	
GO:0046872_metal ion binding	Extl3	1	
GO:0000993_RNA polymerase II core binding	Paf1	1	
GO:0003682_chromatin binding	Paf1	1	
GO:0005515_protein binding	Paf1	1	
GO:0008270_zinc ion binding	Prickle3	1	
GO:0046872_metal ion binding	Prickle3	1	
GO:0005515_protein binding	Nphs1	1	
GO:0017022_myosin binding	Nphs1	1	
GO:0019904_protein domain specific binding	Nphs1	1	
GO:0030507_spectrin binding	Nphs1	1	
GO:0051393_alpha-actinin binding	Nphs1	1	
GO:0009020_tRNA (guanosine-2'-O-)-methyltransferase activity	Ftsj1	1	
GO:0052666_tRNA (cytosine-2'-O-)-methyltransferase activity	Ftsj1	1	
GO:0008022_protein C-terminus binding	Pqbp1	1	
GO:0043021_ribonucleoprotein complex binding	Pqbp1	1	
GO:0003674_molecular_function	Magix	1	
GO:0005161_platelet-derived growth factor receptor binding	Pdgfc	1	
GO:0005161_platelet-derived growth factor receptor binding	Pdgfc	1	
GO:0008083_growth factor activity	Pdgfc	1	
GO:0042803_protein homodimerization activity	Pdgfc	1	
GO:0003674_molecular_function	Praf2	1	
GO:0005515_protein binding	Ccdc22	1	
GO:0097602_cullin family protein binding	Ccdc22	1	
GO:0097602_cullin family protein binding	Ccdc22	1	
GO:0004843_thiol-dependent ubiquitin-specific protease activity	Otud5	1	
GO:0005515_protein binding	Otud5	1	
GO:0008233_peptidase activity	Otud5	1	
GO:0008234_cysteine-type peptidase activity	Otud5	1	
GO:0016787_hydrolase activity	Otud5	1	
GO:0036459_thiol-dependent ubiquitinyl hydrolase activity	Otud5	1	
GO:0061578_Lys63-specific deubiquitinase activity	Otud5	1	
GO:0101005_ubiquitinyl hydrolase activity	Otud5	1	
GO:1990380_Lys48-specific deubiquitinase activity	Otud5	1	
GO:0005515_protein binding	Gripap1	1	
GO:0019903_protein phosphatase binding	Ppp1r3f	1	
GO:2001069_glycogen binding	Ppp1r3f	1	
GO:0003674_molecular_function	Ccdc120	1	
GO:0042393_histone binding	Sfmbt1	1	
GO:0004843_thiol-dependent ubiquitin-specific protease activity	Usp27x	1	
GO:0005515_protein binding	Usp27x	1	
GO:0008233_peptidase activity	Usp27x	1	
GO:0008234_cysteine-type peptidase activity	Usp27x	1	
GO:0016787_hydrolase activity	Usp27x	1	
GO:0036459_thiol-dependent ubiquitinyl hydrolase activity	Usp27x	1	
