Annotation	Gene	Input
GO:0005783_endoplasmic reticulum	Mmel1	1	
GO:0005794_Golgi apparatus	Mmel1	1	
GO:0016020_membrane	Mmel1	1	
GO:0016021_integral component of membrane	Mmel1	1	
GO:0005783_endoplasmic reticulum	Pign	1	
GO:0005789_endoplasmic reticulum membrane	Pign	1	
GO:0005829_cytosol	Pign	1	
GO:0005886_plasma membrane	Pign	1	
GO:0016020_membrane	Pign	1	
GO:0016021_integral component of membrane	Pign	1	
GO:0005739_mitochondrion	Mrpl39	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl39	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl39	1	
GO:0005840_ribosome	Mrpl39	1	
GO:0030529_intracellular ribonucleoprotein complex	Mrpl39	1	
GO:0005739_mitochondrion	Mrpl15	1	
GO:0005739_mitochondrion	Mrpl15	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl15	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl15	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl15	1	
GO:0005840_ribosome	Mrpl15	1	
GO:0015934_large ribosomal subunit	Mrpl15	1	
GO:0030529_intracellular ribonucleoprotein complex	Mrpl15	1	
GO:0005622_intracellular	Mrpl17	1	
GO:0005739_mitochondrion	Mrpl17	1	
GO:0005743_mitochondrial inner membrane	Mrpl17	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl17	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl17	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl17	1	
GO:0005840_ribosome	Mrpl17	1	
GO:0030529_intracellular ribonucleoprotein complex	Mrpl17	1	
GO:0005622_intracellular	Mrpl2	1	
GO:0005739_mitochondrion	Mrpl2	1	
GO:0005739_mitochondrion	Mrpl2	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl2	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl2	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl2	1	
GO:0005840_ribosome	Mrpl2	1	
GO:0030529_intracellular ribonucleoprotein complex	Mrpl2	1	
GO:0001650_fibrillar center	Ip6k1	1	
GO:0005634_nucleus	Ip6k1	1	
GO:0005634_nucleus	Ip6k1	1	
GO:0005737_cytoplasm	Ip6k1	1	
GO:0005829_cytosol	Ip6k1	1	
GO:0005768_endosome	Hsd17b6	1	
GO:0005783_endoplasmic reticulum	Hsd17b6	1	
GO:0016020_membrane	Hsd17b6	1	
GO:0043231_intracellular membrane-bounded organelle	Hsd17b6	1	
GO:0005634_nucleus	Skp2	1	
GO:0005730_nucleolus	Skp2	1	
GO:0005737_cytoplasm	Skp2	1	
GO:0005829_cytosol	Skp2	1	
GO:0019005_SCF ubiquitin ligase complex	Skp2	1	
GO:0019005_SCF ubiquitin ligase complex	Skp2	1	
GO:0005739_mitochondrion	Pdhx	1	
GO:0045254_pyruvate dehydrogenase complex	Pdhx	1	
GO:0001891_phagocytic cup	Abca7	1	
GO:0005622_intracellular	Abca7	1	
GO:0005768_endosome	Abca7	1	
GO:0005794_Golgi apparatus	Abca7	1	
GO:0005886_plasma membrane	Abca7	1	
GO:0009986_cell surface	Abca7	1	
GO:0016020_membrane	Abca7	1	
GO:0016021_integral component of membrane	Abca7	1	
GO:0016324_apical plasma membrane	Abca7	1	
GO:0030054_cell junction	Abca7	1	
GO:0032587_ruffle membrane	Abca7	1	
GO:0043231_intracellular membrane-bounded organelle	Abca7	1	
GO:0005743_mitochondrial inner membrane	Abca8b	1	
GO:0005886_plasma membrane	Abca8b	1	
GO:0016020_membrane	Abca8b	1	
GO:0016021_integral component of membrane	Abca8b	1	
GO:0016020_membrane	Abcg3	1	
GO:0016021_integral component of membrane	Abcg3	1	
GO:0016324_apical plasma membrane	Abcg3	1	
GO:0043235_receptor complex	Abcg3	1	
GO:0016020_membrane	Abcf3	1	
GO:0005739_mitochondrion	Abcf2	1	
GO:0016020_membrane	Abcf2	1	
GO:0016020_membrane	Abcg5	1	
GO:0016021_integral component of membrane	Abcg5	1	
GO:0016324_apical plasma membrane	Abcg5	1	
GO:0016324_apical plasma membrane	Abcg5	1	
GO:0043190_ATP-binding cassette (ABC) transporter complex	Abcg5	1	
GO:0043235_receptor complex	Abcg5	1	
GO:0043235_receptor complex	Abcg5	1	
GO:0045177_apical part of cell	Abcg5	1	
GO:0005615_extracellular space	Abca3	1	
GO:0005886_plasma membrane	Abca3	1	
GO:0016020_membrane	Abca3	1	
GO:0016021_integral component of membrane	Abca3	1	
GO:0043231_intracellular membrane-bounded organelle	Abca3	1	
GO:0097208_alveolar lamellar body	Abca3	1	
GO:0097233_alveolar lamellar body membrane	Abca3	1	
GO:0097233_alveolar lamellar body membrane	Abca3	1	
GO:0005886_plasma membrane	Slc14a2	1	
GO:0016020_membrane	Slc14a2	1	
GO:0016021_integral component of membrane	Slc14a2	1	
GO:0000139_Golgi membrane	Abcb11	1	
GO:0005794_Golgi apparatus	Abcb11	1	
GO:0005886_plasma membrane	Abcb11	1	
GO:0016020_membrane	Abcb11	1	
GO:0016021_integral component of membrane	Abcb11	1	
GO:0016324_apical plasma membrane	Abcb11	1	
GO:0045177_apical part of cell	Abcb11	1	
GO:0046581_intercellular canaliculus	Abcb11	1	
GO:0070062_extracellular exosome	Abcb11	1	
GO:0005634_nucleus	Sergef	1	
GO:0005634_nucleus	Sergef	1	
GO:0005654_nucleoplasm	Sergef	1	
GO:0005737_cytoplasm	Sergef	1	
GO:0005737_cytoplasm	Sergef	1	
GO:0005829_cytosol	Sergef	1	
GO:0016235_aggresome	Sergef	1	
GO:0043231_intracellular membrane-bounded organelle	Sergef	1	
GO:0005887_integral component of plasma membrane	Abcc5	1	
GO:0016020_membrane	Abcc5	1	
GO:0016021_integral component of membrane	Abcc5	1	
GO:0048471_perinuclear region of cytoplasm	Abcc5	1	
GO:0001726_ruffle	Mkln1	1	
GO:0005737_cytoplasm	Mkln1	1	
GO:0005829_cytosol	Mkln1	1	
GO:0005938_cell cortex	Mkln1	1	
GO:0042995_cell projection	Mkln1	1	
GO:0070062_extracellular exosome	Naglu	1	
GO:0005634_nucleus	Abcc6	1	
GO:0005886_plasma membrane	Abcc6	1	
GO:0005886_plasma membrane	Abcc6	1	
GO:0016020_membrane	Abcc6	1	
GO:0016021_integral component of membrane	Abcc6	1	
GO:0016324_apical plasma membrane	Abcc6	1	
GO:0016328_lateral plasma membrane	Abcc6	1	
GO:0005886_plasma membrane	Klra15	1	
GO:0005886_plasma membrane	Klra16	1	
GO:0000276_mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Atp5l	1	
GO:0000276_mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Atp5l	1	
GO:0005739_mitochondrion	Atp5l	1	
GO:0005739_mitochondrion	Atp5l	1	
GO:0005743_mitochondrial inner membrane	Atp5l	1	
GO:0005753_mitochondrial proton-transporting ATP synthase complex	Atp5l	1	
GO:0016020_membrane	Atp5l	1	
GO:0045263_proton-transporting ATP synthase complex, coupling factor F(o)	Atp5l	1	
GO:0070062_extracellular exosome	Atp5l	1	
GO:0005794_Golgi apparatus	Nagpa	1	
GO:0016020_membrane	Nagpa	1	
GO:0016021_integral component of membrane	Nagpa	1	
GO:0005737_cytoplasm	Shroom3	1	
GO:0005856_cytoskeleton	Shroom3	1	
GO:0005874_microtubule	Shroom3	1	
GO:0005912_adherens junction	Shroom3	1	
GO:0016324_apical plasma membrane	Shroom3	1	
GO:0030054_cell junction	Shroom3	1	
GO:0043296_apical junction complex	Shroom3	1	
GO:0045177_apical part of cell	Shroom3	1	
GO:0005829_cytosol	A230006K03Rik	1	
GO:0016604_nuclear body	A230006K03Rik	1	
GO:0001725_stress fiber	Amot	1	
GO:0001726_ruffle	Amot	1	
GO:0005737_cytoplasm	Amot	1	
GO:0005884_actin filament	Amot	1	
GO:0005923_bicellular tight junction	Amot	1	
GO:0005923_bicellular tight junction	Amot	1	
GO:0008180_COP9 signalosome	Amot	1	
GO:0009897_external side of plasma membrane	Amot	1	
GO:0009986_cell surface	Amot	1	
GO:0016021_integral component of membrane	Amot	1	
GO:0030027_lamellipodium	Amot	1	
GO:0030027_lamellipodium	Amot	1	
GO:0030054_cell junction	Amot	1	
GO:0030139_endocytic vesicle	Amot	1	
GO:0031410_cytoplasmic vesicle	Amot	1	
GO:0005634_nucleus	Nrep	1	
GO:0005737_cytoplasm	Nrep	1	
GO:0005634_nucleus	Nelfe	1	
GO:0005654_nucleoplasm	Nelfe	1	
GO:0005886_plasma membrane	Nelfe	1	
GO:0016604_nuclear body	Nelfe	1	
GO:0032021_NELF complex	Nelfe	1	
GO:0005634_nucleus	Ubl4a	1	
GO:0005737_cytoplasm	Ubl4a	1	
GO:0005829_cytosol	Ubl4a	1	
GO:0016020_membrane	Ubl4a	1	
GO:0071818_BAT3 complex	Ubl4a	1	
GO:0005575_cellular_component	1700088E04Rik	1	
GO:0000814_ESCRT II complex	Snf8	1	
GO:0005634_nucleus	Snf8	1	
GO:0005654_nucleoplasm	Snf8	1	
GO:0005667_transcription factor complex	Snf8	1	
GO:0005737_cytoplasm	Snf8	1	
GO:0005768_endosome	Snf8	1	
GO:0005829_cytosol	Snf8	1	
GO:0005886_plasma membrane	Snf8	1	
GO:0010008_endosome membrane	Snf8	1	
GO:0016020_membrane	Snf8	1	
GO:0031902_late endosome membrane	Snf8	1	
GO:0048471_perinuclear region of cytoplasm	Snf8	1	
GO:0055037_recycling endosome	Snf8	1	
GO:0070062_extracellular exosome	Snf8	1	
GO:0000932_P-body	Lsm2	1	
GO:0005634_nucleus	Lsm2	1	
GO:0005681_spliceosomal complex	Lsm2	1	
GO:0005688_U6 snRNP	Lsm2	1	
GO:0005737_cytoplasm	Lsm2	1	
GO:0030529_intracellular ribonucleoprotein complex	Lsm2	1	
GO:0046540_U4/U6 x U5 tri-snRNP complex	Lsm2	1	
GO:0046540_U4/U6 x U5 tri-snRNP complex	Lsm2	1	
GO:0071011_precatalytic spliceosome	Lsm2	1	
GO:0071013_catalytic step 2 spliceosome	Lsm2	1	
GO:0071013_catalytic step 2 spliceosome	Lsm2	1	
GO:1990726_Lsm1-7-Pat1 complex	Lsm2	1	
GO:0005576_extracellular region	Vwa7	1	
GO:0005634_nucleus	Commd8	1	
GO:0005654_nucleoplasm	Commd8	1	
GO:0005737_cytoplasm	Commd8	1	
GO:0005829_cytosol	Commd8	1	
GO:0005739_mitochondrion	Zdhhc8	1	
GO:0005794_Golgi apparatus	Zdhhc8	1	
GO:0005794_Golgi apparatus	Zdhhc8	1	
GO:0016020_membrane	Zdhhc8	1	
GO:0016021_integral component of membrane	Zdhhc8	1	
GO:0031410_cytoplasmic vesicle	Zdhhc8	1	
GO:0048471_perinuclear region of cytoplasm	Zdhhc8	1	
GO:0000124_SAGA complex	Tada1	1	
GO:0005634_nucleus	Tada1	1	
GO:0005634_nucleus	Tada1	1	
GO:0005654_nucleoplasm	Tada1	1	
GO:0005829_cytosol	Tada1	1	
GO:0005925_focal adhesion	Tada1	1	
GO:0030914_STAGA complex	Tada1	1	
GO:0070461_SAGA-type complex	Tada1	1	
GO:0005739_mitochondrion	Tango2	1	
GO:0005794_Golgi apparatus	Tango2	1	
GO:0005634_nucleus	Dgcr14	1	
GO:0005681_spliceosomal complex	Dgcr14	1	
GO:0071013_catalytic step 2 spliceosome	Dgcr14	1	
GO:0005737_cytoplasm	Spg21	1	
GO:0005829_cytosol	Spg21	1	
GO:0030140_trans-Golgi network transport vesicle	Spg21	1	
GO:0043231_intracellular membrane-bounded organelle	Spg21	1	
GO:0005634_nucleus	Rrp9	1	
GO:0005730_nucleolus	Rrp9	1	
GO:0030529_intracellular ribonucleoprotein complex	Rrp9	1	
GO:0031428_box C/D snoRNP complex	Rrp9	1	
GO:0032040_small-subunit processome	Rrp9	1	
GO:0005737_cytoplasm	Cherp	1	
GO:0005783_endoplasmic reticulum	Cherp	1	
GO:0016020_membrane	Cherp	1	
GO:0033017_sarcoplasmic reticulum membrane	Cherp	1	
GO:0048471_perinuclear region of cytoplasm	Cherp	1	
GO:0005783_endoplasmic reticulum	Vkorc1	1	
GO:0016020_membrane	Vkorc1	1	
GO:0016021_integral component of membrane	Vkorc1	1	
GO:0043231_intracellular membrane-bounded organelle	Vkorc1	1	
GO:0005737_cytoplasm	Eif3b	1	
GO:0005852_eukaryotic translation initiation factor 3 complex	Eif3b	1	
GO:0005852_eukaryotic translation initiation factor 3 complex	Eif3b	1	
GO:0070062_extracellular exosome	Eif3b	1	
GO:0071541_eukaryotic translation initiation factor 3 complex, eIF3m	Eif3b	1	
GO:0005575_cellular_component	Rsrp1	1	
GO:0016020_membrane	Efhd2	1	
GO:0001650_fibrillar center	Imp4	1	
GO:0005634_nucleus	Imp4	1	
GO:0005730_nucleolus	Imp4	1	
GO:0005730_nucleolus	Imp4	1	
GO:0030529_intracellular ribonucleoprotein complex	Imp4	1	
GO:0032040_small-subunit processome	Imp4	1	
GO:0034457_Mpp10 complex	Imp4	1	
GO:0000176_nuclear exosome (RNase complex)	Exosc5	1	
GO:0000177_cytoplasmic exosome (RNase complex)	Exosc5	1	
GO:0000178_exosome (RNase complex)	Exosc5	1	
GO:0005634_nucleus	Exosc5	1	
GO:0005730_nucleolus	Exosc5	1	
GO:0005730_nucleolus	Exosc5	1	
GO:0005737_cytoplasm	Exosc5	1	
GO:0035327_transcriptionally active chromatin	Exosc5	1	
GO:0005576_extracellular region	Fam3c	1	
GO:0005615_extracellular space	Fam3c	1	
GO:0031410_cytoplasmic vesicle	Fam3c	1	
GO:0070062_extracellular exosome	Fam3c	1	
GO:0000974_Prp19 complex	Prpf19	1	
GO:0000974_Prp19 complex	Prpf19	1	
GO:0005622_intracellular	Prpf19	1	
GO:0005634_nucleus	Prpf19	1	
GO:0005634_nucleus	Prpf19	1	
GO:0005662_DNA replication factor A complex	Prpf19	1	
GO:0005681_spliceosomal complex	Prpf19	1	
GO:0005681_spliceosomal complex	Prpf19	1	
GO:0005737_cytoplasm	Prpf19	1	
GO:0005737_cytoplasm	Prpf19	1	
GO:0005811_lipid particle	Prpf19	1	
GO:0005856_cytoskeleton	Prpf19	1	
GO:0016020_membrane	Prpf19	1	
GO:0016607_nuclear speck	Prpf19	1	
GO:0035861_site of double-strand break	Prpf19	1	
GO:0071013_catalytic step 2 spliceosome	Prpf19	1	
GO:0005730_nucleolus	Washc2	1	
GO:0005768_endosome	Washc2	1	
GO:0005769_early endosome	Washc2	1	
GO:0005829_cytosol	Washc2	1	
GO:0005886_plasma membrane	Washc2	1	
GO:0016020_membrane	Washc2	1	
GO:0030904_retromer complex	Washc2	1	
GO:0043231_intracellular membrane-bounded organelle	Washc2	1	
GO:0071203_WASH complex	Washc2	1	
GO:0005575_cellular_component	Miip	1	
GO:0005634_nucleus	Polr2m	1	
GO:0005635_nuclear envelope	Polr2m	1	
GO:0016591_DNA-directed RNA polymerase II, holoenzyme	Polr2m	1	
GO:0016591_DNA-directed RNA polymerase II, holoenzyme	Polr2m	1	
GO:0043025_neuronal cell body	Polr2m	1	
GO:0000123_histone acetyltransferase complex	Ing4	1	
GO:0005634_nucleus	Ing4	1	
GO:0005634_nucleus	Ing4	1	
GO:0005654_nucleoplasm	Ing4	1	
GO:0005739_mitochondrion	Mrpl50	1	
GO:0005762_mitochondrial large ribosomal subunit	Mrpl50	1	
GO:0005840_ribosome	Mrpl50	1	
GO:0030529_intracellular ribonucleoprotein complex	Mrpl50	1	
GO:0005622_intracellular	Gfm1	1	
GO:0005739_mitochondrion	Gfm1	1	
GO:0005739_mitochondrion	Gfm1	1	
GO:0005634_nucleus	Usp39	1	
GO:0005654_nucleoplasm	Usp39	1	
GO:0005681_spliceosomal complex	Usp39	1	
GO:0005634_nucleus	Larp7	1	
GO:0005654_nucleoplasm	Larp7	1	
GO:0005829_cytosol	Larp7	1	
GO:0030529_intracellular ribonucleoprotein complex	Larp7	1	
GO:0005575_cellular_component	D6Wsu163e	1	
GO:0005737_cytoplasm	D6Wsu163e	1	
GO:0005575_cellular_component	Selenoi	1	
GO:0016020_membrane	Selenoi	1	
GO:0016021_integral component of membrane	Selenoi	1	
GO:0005737_cytoplasm	Yipf3	1	
GO:0005794_Golgi apparatus	Yipf3	1	
GO:0005886_plasma membrane	Yipf3	1	
GO:0016020_membrane	Yipf3	1	
GO:0016021_integral component of membrane	Yipf3	1	
GO:0030133_transport vesicle	Yipf3	1	
GO:0043231_intracellular membrane-bounded organelle	Yipf3	1	
GO:0005634_nucleus	Twistnb	1	
GO:0005736_DNA-directed RNA polymerase I complex	Twistnb	1	
GO:0005575_cellular_component	Desi1	1	
GO:0005634_nucleus	Desi1	1	
GO:0005737_cytoplasm	Desi1	1	
GO:0000151_ubiquitin ligase complex	Med10	1	
GO:0005634_nucleus	Med10	1	
GO:0005654_nucleoplasm	Med10	1	
GO:0016592_mediator complex	Med10	1	
GO:0070847_core mediator complex	Med10	1	
GO:0005575_cellular_component	Prl5a1	1	
GO:0005576_extracellular region	Prl5a1	1	
GO:0000276_mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Atp5o	1	
GO:0005634_nucleus	Atp5o	1	
GO:0005739_mitochondrion	Atp5o	1	
GO:0005739_mitochondrion	Atp5o	1	
GO:0005743_mitochondrial inner membrane	Atp5o	1	
GO:0005753_mitochondrial proton-transporting ATP synthase complex	Atp5o	1	
GO:0005886_plasma membrane	Atp5o	1	
GO:0016020_membrane	Atp5o	1	
GO:0031012_extracellular matrix	Atp5o	1	
GO:0043209_myelin sheath	Atp5o	1	
GO:0070062_extracellular exosome	Atp5o	1	
GO:0005575_cellular_component	Fam104a	1	
GO:0000814_ESCRT II complex	Vps25	1	
GO:0005634_nucleus	Vps25	1	
GO:0005737_cytoplasm	Vps25	1	
GO:0005739_mitochondrion	Vps25	1	
GO:0005768_endosome	Vps25	1	
GO:0005829_cytosol	Vps25	1	
GO:0010008_endosome membrane	Vps25	1	
GO:0016020_membrane	Vps25	1	
GO:0070062_extracellular exosome	Vps25	1	
GO:0005634_nucleus	Rtcb	1	
GO:0005635_nuclear envelope	Rtcb	1	
GO:0005654_nucleoplasm	Rtcb	1	
GO:0005737_cytoplasm	Rtcb	1	
GO:0005737_cytoplasm	Rtcb	1	
GO:0005789_endoplasmic reticulum membrane	Rtcb	1	
GO:0005829_cytosol	Rtcb	1	
GO:0043231_intracellular membrane-bounded organelle	Rtcb	1	
GO:0072669_tRNA-splicing ligase complex	Rtcb	1	
GO:0001669_acrosomal vesicle	Trim36	1	
GO:0005622_intracellular	Trim36	1	
GO:0005737_cytoplasm	Trim36	1	
GO:0005856_cytoskeleton	Trim36	1	
GO:0015630_microtubule cytoskeleton	Trim36	1	
GO:0031410_cytoplasmic vesicle	Trim36	1	
GO:0070062_extracellular exosome	Trim36	1	
GO:0005576_extracellular region	Mydgf	1	
GO:0005615_extracellular space	Mydgf	1	
GO:0005615_extracellular space	Mydgf	1	
GO:0070062_extracellular exosome	Mydgf	1	
GO:0005575_cellular_component	D10Wsu102e	1	
GO:0000781_chromosome, telomeric region	Tinf2	1	
GO:0000781_chromosome, telomeric region	Tinf2	1	
GO:0000783_nuclear telomere cap complex	Tinf2	1	
GO:0000784_nuclear chromosome, telomeric region	Tinf2	1	
GO:0000784_nuclear chromosome, telomeric region	Tinf2	1	
GO:0005634_nucleus	Tinf2	1	
GO:0005694_chromosome	Tinf2	1	
GO:0010370_perinucleolar chromocenter	Tinf2	1	
GO:0016604_nuclear body	Tinf2	1	
GO:0070187_shelterin complex	Tinf2	1	
GO:0005634_nucleus	Nsun2	1	
GO:0005730_nucleolus	Nsun2	1	
GO:0005737_cytoplasm	Nsun2	1	
GO:0005856_cytoskeleton	Nsun2	1	
GO:0033391_chromatoid body	Nsun2	1	
GO:0005634_nucleus	Nop16	1	
GO:0005730_nucleolus	Nop16	1	
GO:0005730_nucleolus	Nop16	1	
GO:0043231_intracellular membrane-bounded organelle	Nop16	1	
GO:0005737_cytoplasm	Cep63	1	
GO:0005813_centrosome	Cep63	1	
GO:0005813_centrosome	Cep63	1	
GO:0005814_centriole	Cep63	1	
GO:0005856_cytoskeleton	Cep63	1	
GO:0005783_endoplasmic reticulum	Serp1	1	
GO:0005881_cytoplasmic microtubule	Serp1	1	
GO:0016020_membrane	Serp1	1	
GO:0016021_integral component of membrane	Serp1	1	
GO:0005634_nucleus	Agpat3	1	
GO:0005783_endoplasmic reticulum	Agpat3	1	
GO:0005783_endoplasmic reticulum	Agpat3	1	
GO:0005886_plasma membrane	Agpat3	1	
GO:0016020_membrane	Agpat3	1	
GO:0016021_integral component of membrane	Agpat3	1	
GO:0005739_mitochondrion	Tomm70a	1	
GO:0005739_mitochondrion	Tomm70a	1	
GO:0005741_mitochondrial outer membrane	Tomm70a	1	
GO:0016020_membrane	Tomm70a	1	
GO:0016021_integral component of membrane	Tomm70a	1	
GO:0070062_extracellular exosome	Tomm70a	1	
GO:0005575_cellular_component	Reep3	1	
GO:0005783_endoplasmic reticulum	Reep3	1	
GO:0005874_microtubule	Reep3	1	
GO:0016020_membrane	Reep3	1	
GO:0016021_integral component of membrane	Reep3	1	
GO:0005615_extracellular space	Apon	1	
GO:0005737_cytoplasm	Apon	1	
GO:0005654_nucleoplasm	Dcaf11	1	
GO:0080008_Cul4-RING E3 ubiquitin ligase complex	Dcaf11	1	
GO:0005634_nucleus	Dhrs4	1	
GO:0005739_mitochondrion	Dhrs4	1	
GO:0005777_peroxisome	Dhrs4	1	
GO:0005777_peroxisome	Dhrs4	1	
GO:0005778_peroxisomal membrane	Dhrs4	1	
GO:0070062_extracellular exosome	Dhrs4	1	
GO:0005764_lysosome	Trpm2	1	
GO:0005765_lysosomal membrane	Trpm2	1	
GO:0005886_plasma membrane	Trpm2	1	
GO:0005886_plasma membrane	Trpm2	1	
GO:0005887_integral component of plasma membrane	Trpm2	1	
GO:0005887_integral component of plasma membrane	Trpm2	1	
GO:0016020_membrane	Trpm2	1	
GO:0016021_integral component of membrane	Trpm2	1	
GO:0030659_cytoplasmic vesicle membrane	Trpm2	1	
GO:0031410_cytoplasmic vesicle	Trpm2	1	
GO:0042995_cell projection	Trpm2	1	
GO:0043005_neuron projection	Trpm2	1	
GO:0043025_neuronal cell body	Trpm2	1	
GO:0005886_plasma membrane	Slco1a1	1	
GO:0005887_integral component of plasma membrane	Slco1a1	1	
GO:0005887_integral component of plasma membrane	Slco1a1	1	
GO:0016020_membrane	Slco1a1	1	
GO:0016021_integral component of membrane	Slco1a1	1	
GO:0016323_basolateral plasma membrane	Slco1a1	1	
GO:0005886_plasma membrane	Slco1a4	1	
GO:0016020_membrane	Slco1a4	1	
GO:0016021_integral component of membrane	Slco1a4	1	
GO:0005886_plasma membrane	Slco1b2	1	
GO:0005887_integral component of plasma membrane	Slco1b2	1	
GO:0016020_membrane	Slco1b2	1	
GO:0016021_integral component of membrane	Slco1b2	1	
GO:0016323_basolateral plasma membrane	Slco1b2	1	
GO:0005886_plasma membrane	Slco1a6	1	
GO:0016020_membrane	Slco1a6	1	
GO:0016021_integral component of membrane	Slco1a6	1	
GO:0005739_mitochondrion	D10Jhu81e	1	
GO:0000932_P-body	Limd1	1	
GO:0000932_P-body	Limd1	1	
GO:0005634_nucleus	Limd1	1	
GO:0005634_nucleus	Limd1	1	
GO:0005667_transcription factor complex	Limd1	1	
GO:0005737_cytoplasm	Limd1	1	
GO:0005737_cytoplasm	Limd1	1	
GO:0005886_plasma membrane	Limd1	1	
GO:0005911_cell-cell junction	Limd1	1	
GO:0005912_adherens junction	Limd1	1	
GO:0005912_adherens junction	Limd1	1	
GO:0005925_focal adhesion	Limd1	1	
GO:0016442_RISC complex	Limd1	1	
GO:0030054_cell junction	Limd1	1	
GO:0005634_nucleus	Mga	1	
GO:0005667_transcription factor complex	Mga	1	
GO:0071339_MLL1 complex	Mga	1	
GO:0005622_intracellular	Rabgap1l	1	
GO:0005634_nucleus	Rabgap1l	1	
GO:0005769_early endosome	Rabgap1l	1	
GO:0005794_Golgi apparatus	Rabgap1l	1	
GO:0012505_endomembrane system	Rabgap1l	1	
GO:0005634_nucleus	Bag3	1	
GO:0005737_cytoplasm	Bag3	1	
GO:0005829_cytosol	Bag3	1	
GO:0005886_plasma membrane	Bag3	1	
GO:0030018_Z disc	Bag3	1	
GO:0043005_neuron projection	Bag3	1	
GO:0005634_nucleus	Ndrg2	1	
GO:0005737_cytoplasm	Ndrg2	1	
GO:0005794_Golgi apparatus	Ndrg2	1	
GO:0042995_cell projection	Ndrg2	1	
GO:0070062_extracellular exosome	Ndrg2	1	
GO:0005737_cytoplasm	Ndrg3	1	
GO:0005737_cytoplasm	Ndrg3	1	
GO:0070062_extracellular exosome	Ndrg3	1	
GO:0000790_nuclear chromatin	Zfp385a	1	
GO:0005634_nucleus	Zfp385a	1	
GO:0005737_cytoplasm	Zfp385a	1	
GO:0030425_dendrite	Zfp385a	1	
GO:0042995_cell projection	Zfp385a	1	
GO:0043025_neuronal cell body	Zfp385a	1	
GO:0005737_cytoplasm	Hip1r	1	
GO:0005829_cytosol	Hip1r	1	
GO:0005856_cytoskeleton	Hip1r	1	
GO:0005905_clathrin-coated pit	Hip1r	1	
GO:0005938_cell cortex	Hip1r	1	
GO:0014069_postsynaptic density	Hip1r	1	
GO:0016020_membrane	Hip1r	1	
GO:0016324_apical plasma membrane	Hip1r	1	
GO:0030136_clathrin-coated vesicle	Hip1r	1	
GO:0030136_clathrin-coated vesicle	Hip1r	1	
GO:0031410_cytoplasmic vesicle	Hip1r	1	
GO:0032587_ruffle membrane	Hip1r	1	
GO:0032839_dendrite cytoplasm	Hip1r	1	
GO:0043025_neuronal cell body	Hip1r	1	
GO:0043197_dendritic spine	Hip1r	1	
GO:0043231_intracellular membrane-bounded organelle	Hip1r	1	
GO:0048471_perinuclear region of cytoplasm	Hip1r	1	
GO:0097060_synaptic membrane	Hip1r	1	
GO:0005576_extracellular region	Igfbp7	1	
GO:0005615_extracellular space	Igfbp7	1	
GO:0005615_extracellular space	Igfbp7	1	
GO:0031012_extracellular matrix	Igfbp7	1	
GO:0070062_extracellular exosome	Igfbp7	1	
GO:0005634_nucleus	Hspb7	1	
